,Location,new_reviews,Comp
1144,Pennsylvania,fantastic property location staff facility clean issue room ready -PRON- upon checkin order compensate staff upgrade one room family suite room ready couple hour later read read less,Positive
1146,Israel,pleasant clean hotel nice breakfast room cooperative staff one drawback absence safe room room there s safe hotel nevertheless would return hotel read read less,Positive
1148,"Cambridge, England",one good hotel stay staff friendly welcome hotel within 10 minute walk distance disneyland wifi excellent hotel room modern clean read read less,Positive
1157,Philadelphia,hotel staff customer pet friendly location near many attraction read read less,Positive
1160,St Monans,really nice clean hotel centrally locate 5 minute walk penn station make super easy get jfk newark airports downside bang room door could soft closing mechanism especially night tea coffee hotel lobby complimentary actually expensive cheap visit starbuck end block read read less,Positive
1161,Philadelphia,good experience hotel well stay future thank read read less,Positive
1162,Irvine,parking privilege close john wayne airport complimentary shuttle pick daily happy hour excellent welcome hospitality hotel staff read read less,Positive
1164,Springfield NJ,late check flight room upgrade junior suite room spacious clean however tell old building wall thin easily noise floor read read less,Positive
1166,"Stl, mo",do not airport shuttle everything else ok staff helpful breakfast pretty good read read less,Positive
1168,New York,definitely recommend 1010 location perfect staff everything beautiful view room nice read read less,Positive
1169,Arizona,great place always clean quite problem public men restroom soap dispenser work hard get towel well light flicker yr read read less,Positive
1171,mexico,pillow bed good thing super recomende close everything orlando take concideration charge 25 usd per night service do not know read read less,Positive
1172,Sacramento,location cancel reservation day reservation originally reserve room inform would not charge room check location try charge room prior check pay different card arrive arrive informed reservation cancel 2 p.m. hotel book tell cancel reservation order charge someone else high rate reserve 1 month prior date expedia great help -PRON- find nice hotel area price read read less,Positive
1176,New york,great location easy check process sble check early loved diner read read less,Positive
1177,British Columbia,staff make hotel great friendly welcome moment step room renovate clean room entry miss vacuum everything else great complaint lack dining option area arrive late do not want drive far local pub summit terrible service server word head server leave do not come back food good though read read less,Positive
